id,name,set_name,stored_id,row_lang,id_lang,id_product,id_console,current_value,price_source_url
swshp-SWSH051,Lapras,SWSH Black Star Promos,3440479,EN,JA,Lapras #22,Pokemon Japanese Star Birth,1.59,https://www.pricecharting.com/game/pokemon-promo/lapras-SWSH051
swshp-SWSH052,Gengar,SWSH Black Star Promos,3472568,EN,JA,Gengar #27,Pokemon Japanese Jet-Black Spirit,6.47,https://www.pricecharting.com/game/pokemon-promo/gengar-SWSH052
swshp-SWSH054,Coalossal,SWSH Black Star Promos,3449484,EN,JA,Coalossal #268,Pokemon Japanese Shiny Star V,2.48,https://www.pricecharting.com/game/pokemon-promo/coalossal-SWSH054
swshp-SWSH060,Duraludon,SWSH Black Star Promos,3449351,EN,JA,Duraludon #135,Pokemon Japanese Shiny Star V,1.39,https://www.pricecharting.com/game/pokemon-promo/duraludon-SWSH060
swshp-SWSH076,Zacian V,SWSH Black Star Promos,3449353,EN,JA,Zacian V #137,Pokemon Japanese Shiny Star V,1.79,https://www.pricecharting.com/game/pokemon-promo/zacian-v-SWSH076
swshp-SWSH092,Charmander,SWSH Black Star Promos,5604471,EN,JA,Charmander #12,Pokemon Japanese Ruler of the Black Flame,1.17,https://www.pricecharting.com/game/pokemon-promo/charmander-SWSH092
swshp-SWSH099,Crobat VMAX,SWSH Black Star Promos,3449325,EN,JA,Crobat VMAX #109,Pokemon Japanese Shiny Star V,1.99,https://www.pricecharting.com/game/pokemon-promo/crobat-vmax-SWSH099
swshp-SWSH113,Inteleon,SWSH Black Star Promos,3449442,EN,JA,Inteleon #226,Pokemon Japanese Shiny Star V,4.47,https://www.pricecharting.com/game/pokemon-promo/inteleon-SWSH113
swshp-SWSH120,Marnie,SWSH Black Star Promos,3449393,EN,JA,Marnie #177,Pokemon Japanese Shiny Star V,2.04,https://www.pricecharting.com/game/pokemon-promo/marnie-SWSH120
swshp-SWSH129,Umbreon,SWSH Black Star Promos,5604529,EN,JA,Umbreon #70,Pokemon Japanese Ruler of the Black Flame,1.99,https://www.pricecharting.com/game/pokemon-promo/umbreon-SWSH129
swshp-SWSH185,Moltres,SWSH Black Star Promos,3440475,EN,JA,Moltres #18,Pokemon Japanese Star Birth,1.99,https://www.pricecharting.com/game/pokemon-promo/moltres-SWSH185
swshp-SWSH190,Eevee,SWSH Black Star Promos,5604550,EN,JA,Eevee #91,Pokemon Japanese Ruler of the Black Flame,1.69,https://www.pricecharting.com/game/pokemon-promo/eevee-SWSH190
swshp-SWSH212,Eevee,SWSH Black Star Promos,5604550,EN,JA,Eevee #91,Pokemon Japanese Ruler of the Black Flame,1.69,https://www.pricecharting.com/game/pokemon-promo/eevee-SWSH212
swshp-SWSH219,Boltund V,SWSH Black Star Promos,3449529,EN,JA,Boltund V #313,Pokemon Japanese Shiny Star V,2.58,https://www.pricecharting.com/game/pokemon-promo/boltund-v-SWSH219
swshp-SWSH245,Croagunk,SWSH Black Star Promos,3449329,EN,JA,Croagunk #113,Pokemon Japanese Shiny Star V,2.16,https://www.pricecharting.com/game/pokemon-promo/croagunk-SWSH245
swshp-SWSH261,Charizard VMAX,SWSH Black Star Promos,3449524,EN,JA,Charizard VMAX #308,Pokemon Japanese Shiny Star V,116.98,https://www.pricecharting.com/game/pokemon-promo/charizard-vmax-SWSH261
swshp-SWSH278,Cinderace,SWSH Black Star Promos,3449432,EN,JA,Cinderace #216,Pokemon Japanese Shiny Star V,3.57,https://www.pricecharting.com/game/pokemon-promo/cinderace-SWSH278
swshp-SWSH307,Arceus VSTAR,SWSH Black Star Promos,3440577,EN,JA,Arceus VSTAR #120,Pokemon Japanese Star Birth,11.06,https://www.pricecharting.com/game/pokemon-promo/arceus-vstar-SWSH307
tk2a-11,Lightning Energy,EX Trainer Kit 2 Plusle,8343459,EN,JA,Sandy Shocks #11,Pokemon Japanese Ancient Koraidon ex Starter Deck,2.03,https://www.pricecharting.com/game/pokemon-ex-latias-&-latios/lightning-energy-11
xy1-1,Venusaur-EX,XY,3473526,EN,JA,Oddish #1,Pokemon Japanese Best of XY,3.02,https://www.pricecharting.com/game/pokemon-xy/venusaur-ex-1
xy1-146,Xerneas-EX,XY,3473671,EN,JA,Shauna #146,Pokemon Japanese Best of XY,6.12,https://www.pricecharting.com/game/pokemon-xy/xerneas-ex-146
xy1-41,Greninja,XY,3473566,EN,JA,M Alakazam EX #41,Pokemon Japanese Best of XY,24.96,https://www.pricecharting.com/game/pokemon-xy/greninja-41
xy1-86,Aegislash,XY,3473611,EN,JA,Genesect EX #86,Pokemon Japanese Best of XY,5.35,https://www.pricecharting.com/game/pokemon-xy/aegislash-86
